Coa_id,bu_id,coa_effective_date_id,gl_account_cd,gl_subacct_cd,gl_account_name,gl_subacct_name,consolidation_account,ey_gl_account_name,ey_account_type,ey_account_sub_type,ey_account_class,ey_account_sub_class,ey_account_group_I,ey_account_group_II,ey_cash_activity,ey_index,ey_sub_index,created_by_id,created_date_id,created_time_id,last_modified_by_id,last_modified_date_id,ver_desc,ver_start_date_id,ver_end_date_id
17217,17,19970630,106800,NULL,Long Text0000106800,NULL,,0000106800 - Long Text0000106800,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17218,17,19970630,107250,NULL,Long Text0000107250,NULL,,0000107250 - Long Text0000107250,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17219,17,19970630,107790,NULL,Long Text0000107790,NULL,,0000107790 - Long Text0000107790,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17220,17,19970630,107950,NULL,Long Text0000107950,NULL,,0000107950 - Long Text0000107950,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17221,17,19970630,107998,NULL,Long Text0000107998,NULL,,0000107998 - Long Text0000107998,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17222,17,19970630,108590,NULL,Long Text0000108590,NULL,,0000108590 - Long Text0000108590,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17223,17,19970630,110990,NULL,Long Text0000110990,NULL,,0000110990 - Long Text0000110990,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17224,17,19970630,111510,NULL,Long Text0000111510,NULL,,0000111510 - Long Text0000111510,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17225,17,19970630,111800,NULL,Long Text0000111800,NULL,,0000111800 - Long Text0000111800,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17226,17,19970630,113400,NULL,Long Text0000113400,NULL,,0000113400 - Long Text0000113400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17227,17,19970630,190000,NULL,Long Text0000190000,NULL,,0000190000 - Long Text0000190000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17228,17,19970630,200020,NULL,Long Text0000200020,NULL,,0000200020 - Long Text0000200020,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17229,17,19970630,201350,NULL,Long Text0000201350,NULL,,0000201350 - Long Text0000201350,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17230,17,19970630,208500,NULL,Long Text0000208500,NULL,,0000208500 - Long Text0000208500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17231,17,19970630,209100,NULL,Long Text0000209100,NULL,,0000209100 - Long Text0000209100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17232,17,19970630,209400,NULL,Long Text0000209400,NULL,,0000209400 - Long Text0000209400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17233,17,19970630,220400,NULL,Long Text0000220400,NULL,,0000220400 - Long Text0000220400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17234,17,19970630,223100,NULL,Long Text0000223100,NULL,,0000223100 - Long Text0000223100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17235,17,19970630,223200,NULL,Long Text0000223200,NULL,,0000223200 - Long Text0000223200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17236,17,19970630,225200,NULL,Long Text0000225200,NULL,,0000225200 - Long Text0000225200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17237,17,19970630,225600,NULL,Long Text0000225600,NULL,,0000225600 - Long Text0000225600,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17238,17,19970630,301000,NULL,Long Text0000301000,NULL,,0000301000 - Long Text0000301000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17239,17,19970630,390070,NULL,Long Text0000390070,NULL,,0000390070 - Long Text0000390070,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17240,17,19970630,400300,NULL,Long Text0000400300,NULL,,0000400300 - Long Text0000400300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17241,17,19970630,401900,NULL,Long Text0000401900,NULL,,0000401900 - Long Text0000401900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17242,17,19970630,405400,NULL,Long Text0000405400,NULL,,0000405400 - Long Text0000405400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17243,17,19970630,407000,NULL,Long Text0000407000,NULL,,0000407000 - Long Text0000407000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17244,17,19970630,410000,NULL,Long Text0000410000,NULL,,0000410000 - Long Text0000410000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17245,17,19970630,461000,NULL,Long Text0000461000,NULL,,0000461000 - Long Text0000461000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17246,17,19970630,476000,NULL,Long Text0000476000,NULL,,0000476000 - Long Text0000476000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17247,17,19970630,649170,NULL,Long Text0000649170,NULL,,0000649170 - Long Text0000649170,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17248,17,19970630,700000,NULL,Long Text0000700000,NULL,,0000700000 - Long Text0000700000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17249,17,19970630,700500,NULL,Long Text0000700500,NULL,,0000700500 - Long Text0000700500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17250,17,19970630,729100,NULL,Long Text0000729100,NULL,,0000729100 - Long Text0000729100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17251,17,19970630,730300,NULL,Long Text0000730300,NULL,,0000730300 - Long Text0000730300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970630,0,29,19970630,20141115,20141115,NULL
17252,18,19970624,11110105,NULL,Long Text0011110105,NULL,,0011110105 - Long Text0011110105,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17253,18,19970624,11210201,NULL,Long Text0011210201,NULL,,0011210201 - Long Text0011210201,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17254,18,19970624,11410290,NULL,Long Text0011410290,NULL,,0011410290 - Long Text0011410290,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17255,18,19970624,14210101,NULL,Long Text0014210101,NULL,,0014210101 - Long Text0014210101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17256,18,19970624,14410101,NULL,Long Text0014410101,NULL,,0014410101 - Long Text0014410101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17257,18,19970624,15010190,NULL,Long Text0015010190,NULL,,0015010190 - Long Text0015010190,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17258,18,19970624,15010201,NULL,Long Text0015010201,NULL,,0015010201 - Long Text0015010201,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17259,18,19970624,16010501,NULL,Long Text0016010501,NULL,,0016010501 - Long Text0016010501,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17260,18,19970624,16110101,NULL,Long Text0016110101,NULL,,0016110101 - Long Text0016110101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17261,18,19970624,17010101,NULL,Long Text0017010101,NULL,,0017010101 - Long Text0017010101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17262,18,19970624,21210190,NULL,Long Text0021210190,NULL,,0021210190 - Long Text0021210190,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17263,18,19970624,21310701,NULL,Long Text0021310701,NULL,,0021310701 - Long Text0021310701,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17264,18,19970624,21510101,NULL,Long Text0021510101,NULL,,0021510101 - Long Text0021510101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17265,18,19970624,21910000,NULL,Long Text0021910000,NULL,,0021910000 - Long Text0021910000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17266,18,19970624,32110000,NULL,Long Text0032110000,NULL,,0032110000 - Long Text0032110000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17267,18,19970624,42010000,NULL,Long Text0042010000,NULL,,0042010000 - Long Text0042010000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17268,18,19970624,51210030,NULL,Long Text0051210030,NULL,,0051210030 - Long Text0051210030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17269,18,19970624,51410200,NULL,Long Text0051410200,NULL,,0051410200 - Long Text0051410200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17270,18,19970624,51410600,NULL,Long Text0051410600,NULL,,0051410600 - Long Text0051410600,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17271,18,19970624,55010300,NULL,Long Text0055010300,NULL,,0055010300 - Long Text0055010300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17272,18,19970624,55010710,NULL,Long Text0055010710,NULL,,0055010710 - Long Text0055010710,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17273,18,19970624,60000100,NULL,Long Text0060000100,NULL,,0060000100 - Long Text0060000100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17274,18,19970624,91095000,NULL,Long Text0091095000,NULL,,0091095000 - Long Text0091095000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970624,0,29,19970624,20141115,20141115,NULL
17275,19,19950621,1000,NULL,Long Text0000001000,NULL,,0000001000 - Long Text0000001000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17276,19,19950621,2000,NULL,Long Text0000002000,NULL,,0000002000 - Long Text0000002000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17277,19,19950621,2010,NULL,Long Text0000002010,NULL,,0000002010 - Long Text0000002010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17278,19,19970424,13050,NULL,Long Text0000013050,NULL,,0000013050 - Long Text0000013050,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970424,0,29,19970424,20141115,20141115,NULL
17279,19,19950621,39000,NULL,Long Text0000039000,NULL,,0000039000 - Long Text0000039000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17280,19,19950621,39110,NULL,Long Text0000039110,NULL,,0000039110 - Long Text0000039110,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17281,19,19950621,39200,NULL,Long Text0000039200,NULL,,0000039200 - Long Text0000039200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17282,19,19950621,60120,NULL,Long Text0000060120,NULL,,0000060120 - Long Text0000060120,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17283,19,19950621,72000,NULL,Long Text0000072000,NULL,,0000072000 - Long Text0000072000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17284,19,19950621,72091,NULL,Long Text0000072091,NULL,,0000072091 - Long Text0000072091,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17285,19,19950621,72093,NULL,Long Text0000072093,NULL,,0000072093 - Long Text0000072093,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17286,19,19950621,78004,NULL,Long Text0000078004,NULL,,0000078004 - Long Text0000078004,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17287,19,19950621,78300,NULL,Long Text0000078300,NULL,,0000078300 - Long Text0000078300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17288,19,19950621,86200,NULL,Long Text0000086200,NULL,,0000086200 - Long Text0000086200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17289,19,19970107,89100,NULL,Long Text0000089100,NULL,,0000089100 - Long Text0000089100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970107,0,29,19970107,20141115,20141115,NULL
17290,19,19950621,95000,NULL,Long Text0000095000,NULL,,0000095000 - Long Text0000095000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17291,19,19950621,113106,NULL,Long Text0000113106,NULL,,0000113106 - Long Text0000113106,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17292,19,19950621,113109,NULL,Long Text0000113109,NULL,,0000113109 - Long Text0000113109,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17293,19,19950621,113204,NULL,Long Text0000113204,NULL,,0000113204 - Long Text0000113204,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17294,19,19950621,113206,NULL,Long Text0000113206,NULL,,0000113206 - Long Text0000113206,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17295,19,19950621,133000,NULL,Long Text0000133000,NULL,,0000133000 - Long Text0000133000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17296,19,19950621,140010,NULL,Long Text0000140010,NULL,,0000140010 - Long Text0000140010,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17297,19,19950621,149900,NULL,Long Text0000149900,NULL,,0000149900 - Long Text0000149900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17298,19,19950621,151000,NULL,Long Text0000151000,NULL,,0000151000 - Long Text0000151000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17299,19,19950621,154001,NULL,Long Text0000154001,NULL,,0000154001 - Long Text0000154001,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17300,19,19950621,154002,NULL,Long Text0000154002,NULL,,0000154002 - Long Text0000154002,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17301,19,19950621,155000,NULL,Long Text0000155000,NULL,,0000155000 - Long Text0000155000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17302,19,19970820,159160,NULL,Long Text0000159160,NULL,,0000159160 - Long Text0000159160,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970820,0,29,19970820,20141115,20141115,NULL
17303,19,19950621,160030,NULL,Long Text0000160030,NULL,,0000160030 - Long Text0000160030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17304,19,19950621,161020,NULL,Long Text0000161020,NULL,,0000161020 - Long Text0000161020,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17305,19,19950621,166000,NULL,Long Text0000166000,NULL,,0000166000 - Long Text0000166000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17306,19,19950621,170000,NULL,Long Text0000170000,NULL,,0000170000 - Long Text0000170000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17307,19,19950621,170030,NULL,Long Text0000170030,NULL,,0000170030 - Long Text0000170030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17308,19,19970107,170900,NULL,Long Text0000170900,NULL,,0000170900 - Long Text0000170900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970107,0,29,19970107,20141115,20141115,NULL
17309,19,19950621,172040,NULL,Long Text0000172040,NULL,,0000172040 - Long Text0000172040,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17310,19,19950621,172060,NULL,Long Text0000172060,NULL,,0000172060 - Long Text0000172060,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17311,19,19950621,172140,NULL,Long Text0000172140,NULL,,0000172140 - Long Text0000172140,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17312,19,19950621,175100,NULL,Long Text0000175100,NULL,,0000175100 - Long Text0000175100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17313,19,19950621,176900,NULL,Long Text0000176900,NULL,,0000176900 - Long Text0000176900,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17314,19,19950621,178200,NULL,Long Text0000178200,NULL,,0000178200 - Long Text0000178200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17315,19,19970820,179170,NULL,Long Text0000179170,NULL,,0000179170 - Long Text0000179170,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970820,0,29,19970820,20141115,20141115,NULL
17316,19,19950621,191101,NULL,Long Text0000191101,NULL,,0000191101 - Long Text0000191101,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17317,19,19950621,191500,NULL,Long Text0000191500,NULL,,0000191500 - Long Text0000191500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17318,19,19950621,196300,NULL,Long Text0000196300,NULL,,0000196300 - Long Text0000196300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17319,19,19950621,196400,NULL,Long Text0000196400,NULL,,0000196400 - Long Text0000196400,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17320,19,19950621,196410,NULL,Long Text0000196410,NULL,,0000196410 - Long Text0000196410,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17321,19,19950621,197000,NULL,Long Text0000197000,NULL,,0000197000 - Long Text0000197000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17322,19,19970113,197200,NULL,Long Text0000197200,NULL,,0000197200 - Long Text0000197200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970113,0,29,19970113,20141115,20141115,NULL
17323,19,19950621,202001,NULL,Long Text0000202001,NULL,,0000202001 - Long Text0000202001,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17324,19,19970820,209200,NULL,Long Text0000209200,NULL,,0000209200 - Long Text0000209200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970820,0,29,19970820,20141115,20141115,NULL
17325,19,19950621,211100,NULL,Long Text0000211100,NULL,,0000211100 - Long Text0000211100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17326,19,19950621,212100,NULL,Long Text0000212100,NULL,,0000212100 - Long Text0000212100,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17327,19,19950621,220000,NULL,Long Text0000220000,NULL,,0000220000 - Long Text0000220000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17328,19,19970819,220320,NULL,Long Text0000220320,NULL,,0000220320 - Long Text0000220320,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970819,0,29,19970819,20141115,20141115,NULL
17329,19,19950621,221020,NULL,Long Text0000221020,NULL,,0000221020 - Long Text0000221020,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17330,19,19950621,230030,NULL,Long Text0000230030,NULL,,0000230030 - Long Text0000230030,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17331,19,19950621,241000,NULL,Long Text0000241000,NULL,,0000241000 - Long Text0000241000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17332,19,19970108,245300,NULL,Long Text0000245300,NULL,,0000245300 - Long Text0000245300,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970108,0,29,19970108,20141115,20141115,NULL
17333,19,19950621,250000,NULL,Long Text0000250000,NULL,,0000250000 - Long Text0000250000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17334,19,19950621,252009,NULL,Long Text0000252009,NULL,,0000252009 - Long Text0000252009,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17335,19,19950621,272200,NULL,Long Text0000272200,NULL,,0000272200 - Long Text0000272200,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17336,19,19950621,275110,NULL,Long Text0000275110,NULL,,0000275110 - Long Text0000275110,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17337,19,19950621,275120,NULL,Long Text0000275120,NULL,,0000275120 - Long Text0000275120,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17338,19,19970502,276099,NULL,Long Text0000276099,NULL,,0000276099 - Long Text0000276099,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19970502,0,29,19970502,20141115,20141115,NULL
17339,19,19950621,281500,NULL,Long Text0000281500,NULL,,0000281500 - Long Text0000281500,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17340,19,19950621,282000,NULL,Long Text0000282000,NULL,,0000282000 - Long Text0000282000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17341,19,19950621,290000,NULL,Long Text0000290000,NULL,,0000290000 - Long Text0000290000,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
17342,19,19950621,300001,NULL,Long Text0000300001,NULL,,0000300001 - Long Text0000300001,NULL,NULL,NULL,NULL,EY empty,EY empty,NULL,NULL,NULL,29,19950621,0,29,19950621,20141115,20141115,NULL
